ticket_id,customer_id,order_id,data_abertura,data_fechamento,canal_entrada,categoria_problema,status_atendimento,texto_cliente,nota_csat,tempo_primeira_resposta_minutos,custo_operacional_ticket
TKT-000135,CLI-11830,ORD-059931,2025-11-19 21:31:56,2025-11-20 09:31:56,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,6.0,15.0
TKT-000136,CLI-04627,ORD-029494,2023-12-22 22:18:34,2023-12-25 06:18:34,E-mail,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,4.0,64.0,15.0
TKT-000137,CLI-11830,ORD-015573,2024-08-14 09:24:32,2024-08-15 21:24:32,WhatsApp,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,3.0,9.0,15.0
TKT-000138,CLI-11830,ORD-005101,2025-02-20 18:48:09,2025-02-22 22:48:09,ChatBot,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,4.0,1.0,2.0
TKT-000139,CLI-11830,ORD-012042,2024-02-14 11:20:59,2024-02-16 14:20:59,WhatsApp,Dúvida Técnica,Resolvido,Como adiciono um endereço diferente para entrega?,5.0,11.0,15.0
TKT-000140,CLI-11830,ORD-003493,2025-12-09 07:23:21,2025-12-12 10:23:21,ChatBot,Onde está meu pedido?,Escalado para N2,Comprei semana passada e nada até agora. Péssimo.,5.0,0.0,2.0
TKT-000141,CLI-06160,ORD-049833,2025-12-02 08:37:30,2025-12-06 05:37:30,ChatBot,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,3.0,1.0,2.0
TKT-000142,CLI-11830,ORD-062035,2023-11-06 13:01:28,2023-11-08 18:01:28,E-mail,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",3.0,220.0,15.0
TKT-000143,CLI-11830,ORD-022700,2024-07-14 11:33:13,2024-07-17 01:33:13,ChatBot,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,2.0,2.0
TKT-000144,CLI-11830,ORD-055193,2023-12-05 15:39:30,2023-12-07 03:39:30,E-mail,Dúvida Técnica,Escalado para N2,O app não carrega a página de checkout.,4.0,158.0,15.0
TKT-000145,CLI-01729,ORD-051713,2023-11-27 22:22:35,2023-12-01 00:22:35,ChatBot,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",3.0,2.0,2.0
TKT-000146,CLI-14211,ORD-070593,2023-02-26 09:22:59,2023-03-02 09:22:59,WhatsApp,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,3.0,9.0,15.0
TKT-000147,CLI-09365,ORD-013134,2024-11-20 14:15:03,2024-11-21 19:15:03,WhatsApp,Defeito,Escalado para N2,O produto parou de funcionar em dois dias. Absurdo.,2.0,12.0,15.0
TKT-000148,CLI-13668,ORD-007755,2024-07-22 12:26:41,2024-07-23 14:26:41,WhatsApp,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",4.0,9.0,15.0
TKT-000149,CLI-01729,ORD-064931,2023-03-12 12:26:56,2023-03-12 17:26:56,Reclame Aqui,Onde está meu pedido?,Escalado para N2,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,480.0,45.0
TKT-000150,CLI-11830,ORD-061210,2023-11-23 07:19:36,2023-11-25 02:19:36,Telefone,Dúvida Técnica,Escalado para N2,Qual o prazo de entrega para o meu CEP?,4.0,6.0,15.0
TKT-000151,CLI-08289,ORD-044186,2025-10-25 10:21:10,2025-10-26 19:21:10,E-mail,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,4.0,434.0,15.0
TKT-000152,CLI-08289,ORD-023367,2023-10-27 20:32:20,2023-10-28 09:32:20,Reclame Aqui,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",4.0,297.0,45.0
TKT-000153,CLI-09483,ORD-040214,2023-06-20 07:16:41,2023-06-20 15:16:41,WhatsApp,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,3.0,7.0,15.0
TKT-000154,CLI-01729,ORD-062677,2024-07-02 10:40:58,2024-07-03 15:40:58,ChatBot,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,5.0,2.0,2.0
TKT-000155,CLI-11830,ORD-077742,2025-12-20 13:48:15,2025-12-23 09:48:15,ChatBot,Elogio,Resolvido,"Produto chegou antes do prazo, adorei! Parabéns.",5.0,0.0,2.0
TKT-000156,CLI-01729,ORD-064072,2023-10-30 17:54:33,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Em Análise,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,286.0,15.0
TKT-000157,CLI-01729,ORD-002854,2025-01-04 20:29:36,2025-01-08 11:29:36,WhatsApp,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",1.0,2.0,15.0
TKT-000158,CLI-14837,ORD-023591,2025-04-26 09:34:03,2025-04-28 22:34:03,WhatsApp,Troca de Tamanho,Escalado para N2,O vestido veio num tamanho diferente do que pedi.,3.0,3.0,15.0
TKT-000159,CLI-14211,ORD-070688,2023-10-24 19:28:55,2023-10-28 11:28:55,ChatBot,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,2.0,3.0,2.0
TKT-000160,CLI-14837,ORD-071362,2025-03-18 14:53:00,2025-12-31 23:59:00,E-mail,Defeito,Aberto,O produto parou de funcionar em dois dias. Absurdo.,4.0,447.0,15.0
TKT-000161,CLI-14837,ORD-013225,2024-02-20 10:02:51,2024-02-20 13:02:51,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,3.0,12.0,15.0
TKT-000162,CLI-13668,ORD-037915,2024-12-02 19:28:14,2025-12-31 23:59:00,WhatsApp,Pagamento não aprovado,Em Análise,Tentei pagar três vezes e não consigo finalizar o pedido.,3.0,10.0,15.0
TKT-000163,CLI-08001,ORD-036065,2024-12-03 17:15:19,2024-12-06 12:15:19,WhatsApp,Defeito,Escalado para N2,O produto chegou com defeito de fabricação.,2.0,4.0,15.0
TKT-000164,CLI-14211,ORD-076110,2024-09-06 22:03:22,2024-09-09 18:03:22,WhatsApp,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,4.0,12.0,15.0
TKT-000165,CLI-01729,ORD-050911,2023-04-25 11:51:29,2023-04-27 17:51:29,Reclame Aqui,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,2.0,238.0,45.0
TKT-000166,CLI-11830,ORD-024663,2025-07-19 13:03:17,2025-07-22 19:03:17,E-mail,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,253.0,15.0
TKT-000167,CLI-02474,ORD-062774,2023-12-21 17:19:58,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Em Análise,"Não consigo acessar minha conta, esqueci a senha.",4.0,67.0,15.0
TKT-000168,CLI-06160,ORD-065180,2023-08-19 16:24:29,2023-08-21 08:24:29,WhatsApp,Troca de Tamanho,Resolvido,"Me mandaram o tamanho errado, preciso resolver isso.",5.0,10.0,15.0
TKT-000169,CLI-01729,ORD-076551,2023-03-02 18:20:26,2023-03-03 23:20:26,Reclame Aqui,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",5.0,213.0,45.0
TKT-000170,CLI-13668,ORD-064045,2024-11-08 14:31:35,2024-11-10 10:31:35,WhatsApp,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",4.0,12.0,15.0
TKT-000171,CLI-03910,ORD-009743,2025-01-12 12:58:56,2025-01-12 20:58:56,WhatsApp,Defeito,Escalado para N2,O produto chegou com defeito de fabricação.,3.0,10.0,15.0
TKT-000172,CLI-11830,ORD-063335,2023-01-27 11:00:13,2023-01-27 19:00:13,Reclame Aqui,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,1155.0,45.0
TKT-000173,CLI-11830,ORD-012625,2024-08-05 16:01:32,2024-08-08 00:01:32,WhatsApp,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",2.0,15.0,15.0
TKT-000174,CLI-06014,ORD-039319,2023-10-10 19:05:23,2023-10-12 03:05:23,Reclame Aqui,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,951.0,45.0
TKT-000175,CLI-11830,ORD-043421,2024-12-12 22:03:40,2024-12-13 09:03:40,WhatsApp,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,2.0,15.0
TKT-000176,CLI-11830,ORD-013047,2023-08-01 14:13:57,2023-08-02 00:13:57,Telefone,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",4.0,18.0,15.0
TKT-000177,CLI-01729,ORD-031520,2025-02-02 11:48:52,2025-02-02 21:48:52,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,3.0,13.0,15.0
TKT-000178,CLI-11830,ORD-030428,2024-03-12 11:50:44,2024-03-14 08:50:44,Telefone,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",4.0,5.0,15.0
TKT-000179,CLI-09061,ORD-038109,2025-11-15 07:40:17,2025-11-17 22:40:17,E-mail,Dúvida Técnica,Escalado para N2,Qual o prazo de entrega para o meu CEP?,4.0,461.0,15.0
TKT-000180,CLI-12742,ORD-020222,2023-06-09 14:45:04,2023-06-11 15:45:04,ChatBot,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",1.0,0.0,2.0
TKT-000181,CLI-06014,ORD-067167,2024-01-11 15:06:08,2025-12-31 23:59:00,WhatsApp,Troca de Tamanho,Em Análise,"Me mandaram o tamanho errado, preciso resolver isso.",1.0,3.0,15.0
TKT-000182,CLI-14211,ORD-051225,2023-05-17 19:00:18,2023-05-18 06:00:18,E-mail,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",3.0,271.0,15.0
TKT-000183,CLI-12360,ORD-010083,2025-11-08 22:09:04,2025-11-11 04:09:04,WhatsApp,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",2.0,4.0,15.0
TKT-000184,CLI-04767,ORD-043194,2025-09-15 10:08:19,2025-09-17 05:08:19,E-mail,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",4.0,63.0,15.0
TKT-000185,CLI-11830,ORD-038201,2023-11-10 17:38:44,2023-11-11 16:38:44,Telefone,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,9.0,15.0
TKT-000186,CLI-11830,ORD-072103,2024-12-24 19:23:07,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Em Análise,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,11.0,15.0
TKT-000187,CLI-06160,ORD-039693,2025-06-23 16:53:44,2025-06-25 21:53:44,ChatBot,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,2.0,0.0,2.0
TKT-000188,CLI-11830,ORD-047125,2024-10-01 22:37:25,2024-10-05 15:37:25,E-mail,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,5.0,333.0,15.0
TKT-000189,CLI-11830,ORD-027367,2024-08-29 12:41:39,2024-09-01 23:41:39,WhatsApp,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,3.0,2.0,15.0
TKT-000190,CLI-11830,ORD-019759,2023-10-30 14:28:23,2023-11-03 05:28:23,WhatsApp,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,3.0,8.0,15.0
TKT-000191,CLI-01729,ORD-053017,2023-04-29 09:07:53,2025-12-31 23:59:00,WhatsApp,Elogio,Em Análise,"Melhor loja online que já comprei, recomendo muito.",5.0,13.0,15.0
TKT-000192,CLI-01729,ORD-021543,2025-10-11 16:02:51,2025-12-31 23:59:00,ChatBot,Troca de Tamanho,Aberto,O vestido veio num tamanho diferente do que pedi.,3.0,0.0,2.0
TKT-000193,CLI-11830,ORD-025864,2025-10-15 19:40:11,2025-10-18 03:40:11,E-mail,Defeito,Resolvido,O produto parou de funcionar em dois dias. Absurdo.,3.0,155.0,15.0
TKT-000194,CLI-14211,ORD-075605,2024-12-02 09:36:06,2024-12-03 09:36:06,WhatsApp,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,14.0,15.0
TKT-000195,CLI-11830,ORD-038987,2024-01-07 19:37:07,2024-01-10 06:37:07,WhatsApp,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,4.0,7.0,15.0
TKT-000196,CLI-11830,ORD-055449,2024-01-23 18:44:09,2024-01-26 23:44:09,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,10.0,15.0
TKT-000197,CLI-11830,ORD-007027,2025-03-16 12:31:18,2025-12-31 23:59:00,Telefone,Onde está meu pedido?,Em Análise,Cadê meu produto? Já passou da data prevista.,3.0,7.0,15.0
TKT-000198,CLI-01729,ORD-074108,2025-10-10 22:26:43,2025-10-13 07:26:43,WhatsApp,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,9.0,15.0
TKT-000199,CLI-13650,ORD-075067,2025-09-27 16:10:49,2025-09-30 08:10:49,WhatsApp,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,9.0,15.0
TKT-000200,CLI-14211,ORD-004225,2025-05-13 21:34:13,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Em Análise,Qual o prazo de entrega para o meu CEP?,5.0,277.0,15.0
TKT-000201,CLI-11830,ORD-021756,2024-12-09 14:13:51,2024-12-13 09:13:51,Reclame Aqui,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,2.0,1324.0,45.0
TKT-000202,CLI-11830,ORD-035042,2023-04-16 15:38:34,2023-04-20 10:38:34,WhatsApp,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,3.0,4.0,15.0
TKT-000203,CLI-11830,ORD-042218,2023-07-14 20:58:03,2023-07-15 13:58:03,WhatsApp,Elogio,Resolvido,"Atendimento impecável, vocês são os melhores!",5.0,6.0,15.0
TKT-000204,CLI-11830,ORD-012203,2025-10-12 15:40:26,2025-10-16 01:40:26,E-mail,Defeito,Resolvido,O produto parou de funcionar em dois dias. Absurdo.,2.0,252.0,15.0
TKT-000205,CLI-01729,ORD-067297,2024-11-18 17:37:00,2024-11-19 05:37:00,E-mail,Elogio,Resolvido,"Qualidade excelente, com certeza vou comprar novamente.",5.0,456.0,15.0
TKT-000206,CLI-11830,ORD-045083,2023-01-15 13:31:17,2023-01-17 09:31:17,E-mail,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",5.0,225.0,15.0
TKT-000207,CLI-11830,ORD-026519,2023-05-06 21:01:07,2023-05-06 22:01:07,ChatBot,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,1.0,2.0
TKT-000208,CLI-11830,ORD-051950,2024-12-26 09:41:23,2025-12-31 23:59:00,Reclame Aqui,Dúvida Técnica,Aberto,O app não carrega a página de checkout.,4.0,632.0,45.0
TKT-000209,CLI-10455,ORD-058336,2023-01-08 10:00:13,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Aberto,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",2.0,304.0,15.0
TKT-000210,CLI-11830,ORD-039224,2023-07-12 22:04:14,2025-12-31 23:59:00,Reclame Aqui,Pagamento não aprovado,Aberto,Tentei pagar três vezes e não consigo finalizar o pedido.,4.0,904.0,45.0
TKT-000211,CLI-06014,ORD-019841,2024-09-23 09:33:36,2024-09-24 07:33:36,ChatBot,Pagamento não aprovado,Resolvido,PIX foi debitado mas o pedido está como pendente.,3.0,0.0,2.0
TKT-000212,CLI-12360,ORD-032478,2025-02-04 10:37:46,2025-02-06 17:37:46,Telefone,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,2.0,15.0,15.0
TKT-000213,CLI-11830,ORD-051348,2024-12-17 07:54:54,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,Cadê meu produto? Já passou da data prevista.,4.0,2.0,2.0
TKT-000214,CLI-11830,ORD-047330,2023-10-07 14:31:40,2025-12-31 23:59:00,WhatsApp,Troca de Tamanho,Aberto,"Quero fazer uma troca, o produto não serviu.",4.0,11.0,15.0
TKT-000215,CLI-11830,ORD-018692,2025-03-04 22:49:04,2025-03-05 00:49:04,E-mail,Pagamento não aprovado,Resolvido,PIX foi debitado mas o pedido está como pendente.,3.0,68.0,15.0
TKT-000216,CLI-01729,ORD-056081,2023-10-24 09:40:34,2023-10-25 21:40:34,E-mail,Pagamento não aprovado,Resolvido,Tentei pagar três vezes e não consigo finalizar o pedido.,3.0,335.0,15.0
TKT-000217,CLI-14211,ORD-056949,2023-12-24 09:19:44,2023-12-25 16:19:44,WhatsApp,Defeito,Resolvido,O produto chegou com defeito de fabricação.,3.0,8.0,15.0
TKT-000218,CLI-14211,ORD-067268,2025-04-05 10:00:45,2025-04-06 07:00:45,ChatBot,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,2.0,1.0,2.0
TKT-000219,CLI-04168,ORD-069482,2024-12-15 07:21:51,2024-12-15 16:21:51,WhatsApp,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,4.0,8.0,15.0
TKT-000220,CLI-03910,ORD-000337,2025-08-08 15:49:06,2025-08-09 06:49:06,E-mail,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",3.0,353.0,15.0
TKT-000221,CLI-04627,ORD-054968,2024-12-22 11:11:59,2025-12-31 23:59:00,WhatsApp,Troca de Tamanho,Aberto,O vestido veio num tamanho diferente do que pedi.,3.0,15.0,15.0
TKT-000222,CLI-02924,ORD-006020,2024-10-18 18:07:32,2024-10-19 17:07:32,WhatsApp,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,12.0,15.0
TKT-000223,CLI-11830,ORD-060808,2023-04-29 21:00:23,2023-05-01 12:00:23,Reclame Aqui,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",3.0,530.0,45.0
TKT-000224,CLI-10455,ORD-015719,2024-02-20 14:09:00,2025-12-31 23:59:00,WhatsApp,Elogio,Aberto,"Produto chegou antes do prazo, adorei! Parabéns.",5.0,8.0,15.0
TKT-000225,CLI-13668,ORD-071995,2023-11-15 16:06:13,2023-11-16 00:06:13,ChatBot,Dúvida Técnica,Resolvido,Como aplico o cupom de desconto?,3.0,1.0,2.0
TKT-000226,CLI-03910,ORD-077581,2023-11-01 21:47:05,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Aberto,Como adiciono um endereço diferente para entrega?,4.0,357.0,15.0
TKT-000227,CLI-07163,ORD-013675,2025-12-10 19:44:53,2025-12-13 05:44:53,WhatsApp,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",4.0,13.0,15.0
TKT-000228,CLI-11830,ORD-034736,2024-03-18 21:20:26,2024-03-20 00:20:26,WhatsApp,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",4.0,3.0,15.0
TKT-000229,CLI-11830,ORD-051937,2025-10-04 13:53:54,2025-12-31 23:59:00,ChatBot,Defeito,Em Análise,Comprei e já veio com problema. Péssima qualidade.,2.0,2.0,2.0
TKT-000230,CLI-11830,ORD-049271,2024-12-01 21:35:47,2025-12-31 23:59:00,WhatsApp,Elogio,Em Análise,"Produto chegou antes do prazo, adorei! Parabéns.",5.0,10.0,15.0
TKT-000231,CLI-01729,ORD-008451,2025-05-26 18:43:40,2025-12-31 23:59:00,WhatsApp,Dúvida Técnica,Aberto,"Não consigo acessar minha conta, esqueci a senha.",4.0,12.0,15.0
TKT-000232,CLI-08289,ORD-027204,2024-07-22 17:07:02,2025-12-31 23:59:00,WhatsApp,Elogio,Aberto,"Embalagem linda, presente perfeito. Obrigada!",4.0,9.0,15.0
TKT-000233,CLI-13668,ORD-029362,2024-10-30 15:17:28,2025-12-31 23:59:00,E-mail,Elogio,Aberto,"Embalagem linda, presente perfeito. Obrigada!",5.0,136.0,15.0
TKT-000234,CLI-11830,ORD-002560,2024-07-07 13:41:56,2024-07-10 22:41:56,WhatsApp,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,14.0,15.0
TKT-000235,CLI-11830,ORD-036823,2023-08-31 17:24:17,2025-12-31 23:59:00,E-mail,Defeito,Aberto,O produto chegou com defeito de fabricação.,3.0,152.0,15.0
TKT-000236,CLI-11830,ORD-007329,2025-03-13 14:10:06,2025-03-15 01:10:06,E-mail,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,5.0,186.0,15.0
TKT-000237,CLI-11830,ORD-046096,2023-11-24 12:11:15,2023-11-28 06:11:15,Telefone,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",5.0,13.0,15.0
TKT-000238,CLI-11830,ORD-069003,2023-02-07 22:34:19,2023-02-08 10:34:19,Telefone,Dúvida Técnica,Resolvido,Qual o prazo de entrega para o meu CEP?,5.0,8.0,15.0
TKT-000239,CLI-11830,ORD-058869,2024-12-12 17:03:01,2024-12-13 12:03:01,WhatsApp,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,3.0,4.0,15.0
TKT-000240,CLI-11830,ORD-063859,2023-08-05 10:21:19,2025-12-31 23:59:00,Telefone,Troca de Tamanho,Em Análise,"Quero fazer uma troca, o produto não serviu.",5.0,13.0,15.0
TKT-000241,CLI-01729,ORD-000236,2025-11-18 14:42:37,2025-11-22 12:42:37,Telefone,Dúvida Técnica,Resolvido,Como adiciono um endereço diferente para entrega?,5.0,8.0,15.0
TKT-000242,CLI-11830,ORD-031195,2025-11-26 14:40:36,2025-11-27 09:40:36,WhatsApp,Defeito,Escalado para N2,"Recebi o item danificado, quero reembolso.",3.0,3.0,15.0
TKT-000243,CLI-11830,ORD-033641,2025-11-02 17:28:00,2025-12-31 23:59:00,Telefone,Onde está meu pedido?,Em Análise,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,11.0,15.0
TKT-000244,CLI-01729,ORD-062848,2024-02-24 12:56:26,2024-02-26 09:56:26,E-mail,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,4.0,312.0,15.0
TKT-000245,CLI-04479,ORD-009831,2023-01-25 16:01:20,2023-01-26 02:01:20,WhatsApp,Dúvida Técnica,Escalado para N2,Como adiciono um endereço diferente para entrega?,4.0,6.0,15.0
TKT-000246,CLI-01729,ORD-013273,2025-11-10 22:45:01,2025-11-11 20:45:01,WhatsApp,Elogio,Escalado para N2,"Qualidade excelente, com certeza vou comprar novamente.",4.0,8.0,15.0
TKT-000247,CLI-11830,ORD-011546,2024-04-28 15:42:18,2025-12-31 23:59:00,ChatBot,Pagamento não aprovado,Em Análise,PIX foi debitado mas o pedido está como pendente.,3.0,2.0,2.0
TKT-000248,CLI-12360,ORD-043412,2025-12-05 22:12:06,2025-12-31 23:59:00,WhatsApp,Pagamento não aprovado,Em Análise,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,2.0,15.0
TKT-000249,CLI-01019,ORD-060957,2025-12-03 19:11:23,2025-12-06 05:11:23,ChatBot,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,2.0,3.0,2.0
TKT-000250,CLI-01729,ORD-032017,2025-08-14 09:42:22,2025-08-17 13:42:22,ChatBot,Pagamento não aprovado,Escalado para N2,"Cartão recusado sem motivo, quero entender o que aconteceu.",3.0,3.0,2.0
TKT-000251,CLI-02503,ORD-020521,2023-11-30 22:19:05,2023-12-04 18:19:05,E-mail,Dúvida Técnica,Escalado para N2,Como adiciono um endereço diferente para entrega?,4.0,262.0,15.0
TKT-000252,CLI-11830,ORD-057068,2024-03-11 12:13:51,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,1.0,2.0
TKT-000253,CLI-03910,ORD-060052,2025-08-11 09:05:24,2025-08-13 03:05:24,Reclame Aqui,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,1259.0,45.0
TKT-000254,CLI-01729,ORD-013238,2023-12-18 20:09:09,2023-12-19 09:09:09,E-mail,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",3.0,350.0,15.0
