campanha_id,nome_campanha,canal,categoria_foco,data_inicio,data_fim,investimento_reais,impressoes,cliques,conversoes,atribuicao,status,roas,receita_gerada,cac
CAMP-0163,Semana_Consumidor_2024_04,Instagram Ads,Acessórios,2024-04-12,2024-04-24,89002.03,7582115,278811,20699,Last Click,Pausada,2.76,245645.6,4.3
CAMP-0164,Liquida_Beleza_2025,Google Ads,Acessórios,2025-04-16,2025-07-19,31027.75,10639707,619852,49951,Last Click,Finalizada,3.73,115733.51,0.62
CAMP-0165,Performance_Sempre_Ligada_2025,Google Ads,Beleza,2025-09-16,2025-12-31,62968.54,21944656,260377,26032,Linear,Pausada,3.41,214722.72,2.42
CAMP-0166,Performance_Sempre_Ligada_2025_03,Google Ads,Moda,2025-03-01,2025-05-05,7441.92,2114049,119576,13201,Linear,Finalizada,3.01,22400.18,0.56
CAMP-0167,Upsell_Platinum_2023,Marketplace,Moda,2023-09-24,2023-11-06,60365.48,18309749,556429,63081,First Click,Pausada,1.39,83908.02,0.96
CAMP-0168,Semana_Consumidor_2025_09,Google Ads,Beleza,2025-09-09,2025-10-20,9666.51,3740700,119208,4381,First Click,Finalizada,3.68,35572.76,2.21
CAMP-0169,Dia_Das_Maes_2023_07,Orgânico,Moda,2023-07-13,2023-09-18,76482.42,23320288,286832,29539,First Click,Pausada,3.26,249332.69,2.59
CAMP-0170,Performance_Beleza_2023_04,Email Marketing,Moda,2023-04-28,2023-07-16,32677.19,12277832,535194,21857,Last Click,Finalizada,1.13,36925.22,1.5
CAMP-0171,Performance_Beleza_2025_03,Instagram Ads,Beleza,2025-03-25,2025-07-15,111479.22,19594546,731382,52905,Last Click,Finalizada,6.48,722385.35,2.11
CAMP-0172,Parceria_Creator_2025_12,Marketplace,Beleza,2025-12-03,2025-12-31,11902.76,1836430,21950,1680,Last Click,Pausada,2.59,30828.15,7.08
CAMP-0173,Cyber_Monday_2024,Instagram Ads,Lifestyle,2024-08-08,2024-10-02,22451.39,6005298,166729,15828,First Click,Finalizada,5.57,125054.24,1.42
CAMP-0174,Natal_Presentes_2024,Influenciador,Beleza,2024-12-26,2025-04-06,38138.05,4351410,35986,1580,First Click,Finalizada,1.98,75513.34,24.14
CAMP-0175,Performance_Sempre_Ligada_2024_09,Google Ads,Acessórios,2024-09-18,2024-10-08,10936.34,2814470,109877,10579,Last Click,Pausada,3.29,35980.56,1.03
CAMP-0176,Natal_Presentes_2025,TikTok Ads,Moda,2025-09-08,2025-10-06,20506.31,3405156,74767,1947,Last Click,Finalizada,4.24,86946.75,10.53
CAMP-0177,Volta_as_Aulas_2024_05,TikTok Ads,Moda,2024-05-08,2024-07-17,55051.82,6791007,56717,3035,Last Click,Pausada,6.73,370498.75,18.14
CAMP-0178,Dia_Das_Maes_2024_11,Marketplace,Lifestyle,2024-11-20,2025-12-31,38615.69,14794800,272879,12159,Linear,Ativa,2.17,83796.05,3.18
CAMP-0179,Feed_Carousel_2025,Orgânico,Acessórios,2025-04-11,2025-07-31,43928.86,16616595,305572,36576,Linear,Finalizada,3.2,140572.35,1.2
CAMP-0180,Liquidacao_Julho_2024,Marketplace,Beleza,2024-05-27,2024-09-15,80822.72,10065444,239027,9034,First Click,Finalizada,4.16,336222.52,8.95
CAMP-0181,Performance_Moda_2024_10,Marketplace,Geral,2024-10-13,2025-02-08,65328.7,21756462,580800,63019,First Click,Finalizada,4.66,304431.74,1.04
CAMP-0182,Remarketing_30d_2025,TikTok Ads,Beleza,2025-11-12,2025-12-31,67673.79,19382449,806904,93882,First Click,Pausada,4.3,290997.3,0.72
CAMP-0183,Dia_Dos_Namorados_2023_09,Instagram Ads,Lifestyle,2023-09-24,2023-12-14,53604.27,10997609,529664,39589,Last Click,Pausada,6.99,374693.85,1.35
CAMP-0184,Influenciador_Verao_2024,Instagram Ads,Lifestyle,2024-02-04,2024-05-14,41929.77,7957487,388182,26133,Linear,Pausada,4.19,175685.74,1.6
CAMP-0185,Cyber_Monday_2023_05,Marketplace,Lifestyle,2023-05-02,2023-05-23,101931.76,29290129,1265662,35538,Linear,Pausada,3.06,311911.19,2.87
CAMP-0186,Lancamento_Colecao_2025_07,Google Ads,Lifestyle,2025-07-15,2025-09-11,22529.15,6541080,186880,17027,Last Click,Pausada,3.59,80879.65,1.32
CAMP-0187,Influenciador_Verao_2023,Instagram Ads,Beleza,2023-05-25,2023-09-10,69366.28,23296023,836751,42036,Last Click,Pausada,3.31,229602.39,1.65
CAMP-0188,Upsell_Platinum_2025_07,Email Marketing,Lifestyle,2025-07-20,2025-08-10,42367.79,9596956,162874,13696,First Click,Finalizada,3.46,146592.55,3.09
CAMP-0189,Liquida_Beleza_2024,Orgânico,Beleza,2024-02-08,2024-03-09,83273.7,20274144,603124,15177,Linear,Finalizada,2.95,245657.42,5.49
CAMP-0190,Black_Friday_Main_2025,Orgânico,Beleza,2025-03-16,2025-04-15,101069.83,28118758,1490495,170963,Linear,Finalizada,4.26,430557.48,0.59
CAMP-0191,Natal_Presentes_2024,Email Marketing,Acessórios,2024-11-16,2025-03-10,58746.2,6253803,60066,5629,Last Click,Finalizada,1.9,111617.78,10.44
CAMP-0192,Feed_Carousel_2025_12,Google Ads,Acessórios,2025-12-25,2025-12-31,68811.14,11403688,413287,49180,Linear,Pausada,3.04,209185.87,1.4
CAMP-0193,Lancamento_Colecao_2023_07,Marketplace,Geral,2023-07-04,2023-10-02,35865.53,14338323,450023,21755,First Click,Pausada,4.46,159960.26,1.65
CAMP-0194,Dia_Dos_Namorados_2023,TikTok Ads,Beleza,2023-12-19,2024-04-14,20084.6,2501641,46891,1536,Linear,Finalizada,4.96,99619.62,13.08
CAMP-0195,Performance_Moda_2024,Email Marketing,Beleza,2024-12-10,2025-01-20,16443.55,5262431,154731,2556,First Click,Pausada,1.51,24829.76,6.43
CAMP-0196,Performance_Moda_2025,Google Ads,Beleza,2025-06-27,2025-10-19,58837.16,15578677,342314,19020,First Click,Finalizada,3.79,222992.84,3.09
CAMP-0197,Stories_Boost_2025_05,Marketplace,Geral,2025-05-23,2025-07-16,114040.44,21066983,171245,16294,Linear,Finalizada,4.89,557657.75,7.0
CAMP-0198,CAC_Reducao_2023,Orgânico,Lifestyle,2023-09-13,2023-11-13,59466.85,10901275,247969,17408,Last Click,Pausada,2.94,174832.54,3.42
CAMP-0199,Black_Friday_Main_2023_02,Orgânico,Moda,2023-02-21,2023-04-27,15083.61,5346363,165453,1666,First Click,Pausada,4.98,75116.38,9.05
CAMP-0200,TikTok_Viral_2023,Orgânico,Lifestyle,2023-05-03,2023-06-11,44746.88,16521267,274373,14705,Last Click,Pausada,4.02,179882.46,3.04
CAMP-0201,Influenciador_Verao_2025,Orgânico,Moda,2025-02-01,2025-02-17,71322.8,17561253,546918,5954,Last Click,Pausada,4.95,353047.86,11.98
CAMP-0202,CAC_Reducao_2024_02,Orgânico,Beleza,2024-02-08,2024-05-18,12563.54,2482803,58498,3047,Linear,Pausada,1.53,19222.22,4.12
CAMP-0203,Lancamento_Colecao_2025_10,Google Ads,Moda,2025-10-01,2025-10-29,42272.29,6263812,293835,32671,First Click,Finalizada,3.86,163171.04,1.29
CAMP-0204,Stories_Boost_2023_10,Instagram Ads,Beleza,2023-10-24,2023-12-24,94970.98,15128083,628122,23427,Linear,Finalizada,5.04,478653.74,4.05
CAMP-0205,Influenciador_Verao_2023,Instagram Ads,Lifestyle,2023-09-20,2023-12-31,35605.94,3470230,189791,21828,Linear,Finalizada,3.21,114295.07,1.63
CAMP-0206,Feed_Carousel_2025_01,Email Marketing,Moda,2025-01-12,2025-02-04,103325.52,27059065,730633,62194,Linear,Finalizada,1.29,133289.92,1.66
CAMP-0207,Retargeting_Carrinho_2024_04,Instagram Ads,Moda,2024-04-02,2024-07-19,60891.95,17119322,582990,32471,Linear,Finalizada,5.2,316638.14,1.88
CAMP-0208,Feed_Carousel_2024_02,Email Marketing,Beleza,2024-02-10,2025-12-31,110526.8,43302220,696282,31988,Linear,Ativa,4.34,479686.31,3.46
CAMP-0209,Semana_Consumidor_2024_12,Orgânico,Moda,2024-12-14,2025-04-08,7137.13,767870,23491,1406,Linear,Pausada,3.66,26121.9,5.08
CAMP-0210,Natal_Presentes_2023_01,Orgânico,Beleza,2023-01-23,2025-12-31,1559.8,372561,9697,648,First Click,Ativa,1.67,2604.87,2.41
CAMP-0211,Lancamento_Colecao_2025,Orgânico,Lifestyle,2025-02-25,2025-04-15,32783.28,3292721,148306,10890,First Click,Finalizada,3.04,99661.17,3.01
CAMP-0212,Fidelidade_Clientes_2023,Marketplace,Geral,2023-06-06,2023-06-26,27562.85,6692920,68869,7225,First Click,Pausada,2.46,67804.61,3.81
CAMP-0213,Influenciador_Verao_2025_12,Google Ads,Moda,2025-12-24,2025-12-31,29941.93,11170541,275204,27756,First Click,Finalizada,3.5,104796.76,1.08
CAMP-0214,Performance_Sempre_Ligada_2025_01,Google Ads,Beleza,2025-01-13,2025-12-31,55918.28,9525019,494653,22755,Last Click,Ativa,3.37,188444.6,2.46
CAMP-0215,Influenciador_Inverno_2025_10,Email Marketing,Lifestyle,2025-10-08,2025-12-29,119734.9,39306992,1811584,127031,Last Click,Finalizada,1.03,123326.95,0.94
CAMP-0216,Influenciador_Verao_2025_06,Instagram Ads,Beleza,2025-06-21,2025-10-18,114128.63,9183685,387365,40049,First Click,Pausada,3.03,345809.75,2.85
CAMP-0217,Retargeting_Carrinho_2023_03,Marketplace,Acessórios,2023-03-23,2023-04-04,107695.04,26527759,1179000,60098,Linear,Pausada,3.32,357547.53,1.79
CAMP-0218,Volta_as_Aulas_2023_10,Google Ads,Acessórios,2023-10-19,2025-12-31,79560.78,9692623,224550,23263,Linear,Ativa,3.7,294374.89,3.42
CAMP-0219,Lancamento_Colecao_2024,Influenciador,Lifestyle,2024-05-08,2025-12-31,24484.97,8069752,309917,8397,First Click,Ativa,5.05,123649.1,2.92
CAMP-0220,Black_Friday_Main_2023_08,Email Marketing,Lifestyle,2023-08-10,2023-12-04,11032.42,3733713,88933,7783,Last Click,Pausada,4.34,47880.7,1.42
CAMP-0221,Stories_Boost_2025,Google Ads,Moda,2025-04-12,2025-04-25,31367.98,12453606,119757,6524,First Click,Finalizada,3.55,111356.33,4.81
CAMP-0222,Performance_Moda_2023_02,Marketplace,Moda,2023-02-01,2025-12-31,93759.01,14170005,259352,14021,Linear,Ativa,1.34,125637.07,6.69
CAMP-0223,Branding_Awareness_2023_02,Influenciador,Moda,2023-02-07,2023-04-11,11219.04,3939320,197210,4630,Linear,Pausada,2.94,32983.98,2.42
CAMP-0224,Parceria_Creator_2024,Marketplace,Acessórios,2024-01-13,2024-02-11,25922.99,3626324,81782,8765,Linear,Finalizada,3.47,89952.78,2.96
CAMP-0225,Performance_Moda_2024_09,Influenciador,Acessórios,2024-09-16,2025-12-31,33717.16,4178079,76758,8237,Linear,Ativa,14.91,502722.86,4.09
CAMP-0226,Parceria_Creator_2024,TikTok Ads,Moda,2024-12-12,2025-03-29,41415.29,10809736,267253,10622,Last Click,Finalizada,2.92,120932.65,3.9
CAMP-0227,Branding_Awareness_2025_06,Instagram Ads,Acessórios,2025-06-25,2025-07-31,12196.09,3539264,77366,7720,First Click,Pausada,5.82,70981.24,1.58
CAMP-0228,UGC_Organico_2024_03,Email Marketing,Acessórios,2024-03-06,2024-04-22,109694.8,9765700,433881,49562,Last Click,Finalizada,4.79,525438.09,2.21
CAMP-0229,Black_Friday_Main_2023_08,Email Marketing,Lifestyle,2023-08-02,2025-12-31,28068.28,4210771,148957,1500,Last Click,Ativa,4.23,118728.82,18.71
CAMP-0230,Retargeting_Carrinho_2024,Orgânico,Beleza,2024-01-01,2025-12-31,84622.62,10605655,146017,9913,Linear,Ativa,2.49,210710.32,8.54
CAMP-0231,TikTok_Viral_2023_06,Marketplace,Geral,2023-06-10,2023-07-07,95062.73,36828430,1537858,44847,Linear,Finalizada,4.56,433486.05,2.12
CAMP-0232,UGC_Organico_2023_11,TikTok Ads,Lifestyle,2023-11-19,2024-01-13,88132.6,15356711,264762,2699,Linear,Finalizada,4.05,356937.03,32.65
CAMP-0233,Liquida_Beleza_2025_06,Instagram Ads,Beleza,2025-06-26,2025-07-31,112415.2,14052560,657067,23772,First Click,Pausada,5.18,582310.74,4.73
CAMP-0234,Liquidacao_Julho_2024,TikTok Ads,Lifestyle,2024-01-09,2024-04-13,42187.64,13999816,636452,9735,Last Click,Pausada,7.8,329063.59,4.33
CAMP-0235,Retargeting_Carrinho_2024,Marketplace,Acessórios,2024-09-13,2025-12-31,57642.81,20549444,860002,73605,First Click,Ativa,4.2,242099.8,0.78
CAMP-0236,Retargeting_Carrinho_2024_05,Influenciador,Moda,2024-05-04,2025-12-31,20578.6,4118735,189722,13313,Linear,Ativa,5.4,111124.44,1.55
CAMP-0237,Upsell_Platinum_2024_11,Marketplace,Moda,2024-11-06,2025-01-07,6615.98,1230243,72176,3971,Last Click,Pausada,3.92,25934.64,1.67
CAMP-0238,Semana_Consumidor_2024,Orgânico,Lifestyle,2024-04-04,2025-12-31,68698.02,23958670,383019,19032,Linear,Ativa,4.3,295401.49,3.61
CAMP-0239,LTV_Expansion_2023,Email Marketing,Acessórios,2023-02-01,2023-04-30,117251.51,27148720,380257,36632,First Click,Finalizada,3.64,426795.5,3.2
CAMP-0240,Branding_Awareness_2024,Orgânico,Geral,2024-03-12,2024-05-05,53603.88,8804689,283361,9885,Linear,Pausada,1.6,85766.21,5.42
CAMP-0241,CAC_Reducao_2023_11,Orgânico,Moda,2023-11-12,2024-01-10,66521.51,23219671,1173918,65797,Linear,Pausada,4.75,315977.17,1.01
CAMP-0242,Influenciador_Verao_2024_02,Google Ads,Acessórios,2024-02-13,2024-05-21,60351.76,22218236,1102544,93196,Last Click,Pausada,3.95,238389.45,0.65
CAMP-0243,Parceria_Creator_2023,Google Ads,Beleza,2023-04-05,2025-12-31,9588.55,2863142,52967,5322,Linear,Ativa,3.26,31258.67,1.8
CAMP-0244,Remarketing_30d_2023_07,TikTok Ads,Moda,2023-07-18,2023-09-04,62458.64,23327790,201620,17550,Last Click,Finalizada,4.23,264200.05,3.56
CAMP-0245,Liquidacao_Julho_2025,Google Ads,Beleza,2025-10-19,2025-11-07,67609.51,7593693,173719,11972,Linear,Pausada,3.26,220407.0,5.65
CAMP-0246,TikTok_Viral_2025_08,Marketplace,Geral,2025-08-02,2025-09-29,74265.69,22120787,639057,34213,Linear,Pausada,1.95,144818.1,2.17
CAMP-0247,Influenciador_Inverno_2024_01,Marketplace,Lifestyle,2024-01-11,2024-02-25,33785.53,8017919,354404,7372,Linear,Finalizada,2.2,74328.17,4.58
CAMP-0248,Dia_Dos_Namorados_2024_12,Marketplace,Lifestyle,2024-12-14,2025-01-01,53117.65,19775621,576911,36513,Linear,Pausada,4.28,227343.54,1.45
CAMP-0249,Branding_Awareness_2023,TikTok Ads,Beleza,2023-05-23,2023-06-16,21013.74,7566160,139503,2279,Linear,Pausada,7.47,156972.64,9.22
CAMP-0250,Push_Carrinho_2024,Google Ads,Lifestyle,2024-08-17,2024-09-08,29184.18,6899483,215245,24894,First Click,Pausada,3.35,97767.0,1.17
CAMP-0251,Performance_Beleza_2025_12,TikTok Ads,Lifestyle,2025-12-03,2025-12-31,19716.31,5187806,301804,31472,Linear,Pausada,2.84,55994.32,0.63
CAMP-0252,TikTok_Viral_2023,Marketplace,Geral,2023-11-01,2023-11-24,72216.81,5972936,126174,12435,Last Click,Pausada,3.57,257814.01,5.81
CAMP-0253,Push_Carrinho_2024_05,Marketplace,Lifestyle,2024-05-07,2024-08-08,70221.56,5782831,346798,40337,Linear,Finalizada,3.59,252095.4,1.74
CAMP-0254,LTV_Expansion_2025_02,Influenciador,Lifestyle,2025-02-16,2025-12-31,118605.64,33801459,1784634,69112,First Click,Ativa,9.95,1180126.12,1.72
CAMP-0255,Natal_Presentes_2023_01,Google Ads,Geral,2023-01-26,2023-05-16,79331.53,23628248,1075244,88271,Last Click,Finalizada,3.91,310186.28,0.9
CAMP-0256,Semana_Consumidor_2025,Marketplace,Moda,2025-12-19,2025-12-31,82420.91,23428996,767023,87036,Linear,Pausada,4.38,361003.59,0.95
CAMP-0257,Dia_Das_Maes_2024_02,Email Marketing,Beleza,2024-02-16,2025-12-31,31186.49,10561929,503505,15174,First Click,Ativa,3.62,112895.09,2.06
CAMP-0258,UGC_Organico_2025_05,Influenciador,Beleza,2025-05-14,2025-07-02,31415.0,5469237,285839,17653,Linear,Finalizada,8.91,279907.65,1.78
CAMP-0259,UGC_Organico_2023,Instagram Ads,Acessórios,2023-09-04,2023-10-29,49690.25,17822487,282316,33640,Last Click,Finalizada,6.46,320999.02,1.48
CAMP-0260,Black_Friday_Main_2025,Google Ads,Lifestyle,2025-03-25,2025-12-31,40049.01,15848391,385076,6308,First Click,Ativa,3.76,150584.28,6.35
CAMP-0261,Dia_Dos_Namorados_2024,Email Marketing,Beleza,2024-02-05,2024-05-03,48526.54,18872209,527147,7459,Last Click,Finalizada,4.8,232927.39,6.51
CAMP-0262,Email_Reativacao_2023,TikTok Ads,Geral,2023-01-22,2025-12-31,88085.67,13424698,719607,31900,First Click,Ativa,5.33,469496.62,2.76
CAMP-0263,Feed_Carousel_2024,Instagram Ads,Moda,2024-05-15,2024-08-06,52153.09,15633913,233837,27961,Last Click,Finalizada,2.94,153330.08,1.87
CAMP-0264,Feed_Carousel_2023_12,Instagram Ads,Beleza,2023-12-05,2023-12-14,14954.81,4599430,226248,11599,First Click,Pausada,4.67,69838.96,1.29
CAMP-0265,TikTok_Viral_2025,Email Marketing,Moda,2025-02-21,2025-03-06,50129.71,10110220,368605,22921,First Click,Pausada,3.74,187485.12,2.19
CAMP-0266,Remarketing_30d_2025,Influenciador,Acessórios,2025-02-22,2025-05-19,50375.33,18515906,640694,49940,First Click,Pausada,2.04,102765.67,1.01
CAMP-0267,Cyber_Monday_2024,Email Marketing,Beleza,2024-09-07,2024-11-05,19412.76,4958104,274374,23514,Linear,Finalizada,1.01,19606.89,0.83
CAMP-0268,Cyber_Monday_2025,Instagram Ads,Moda,2025-11-16,2025-12-31,10991.9,2679228,122240,2584,Last Click,Ativa,4.28,47045.33,4.25
CAMP-0269,LTV_Expansion_2023_02,Influenciador,Acessórios,2023-02-27,2023-03-11,43353.72,12857208,387667,8819,First Click,Finalizada,1.17,50723.85,4.92
CAMP-0270,Lookalike_Gold_2024,Orgânico,Beleza,2024-06-15,2024-07-26,44840.13,8504884,118381,6395,Last Click,Pausada,2.54,113893.93,7.01
CAMP-0271,Fidelidade_Clientes_2025_03,TikTok Ads,Acessórios,2025-03-04,2025-12-31,87224.05,34375184,1784284,38198,Linear,Ativa,6.71,585273.38,2.28
CAMP-0272,Performance_Moda_2025,Marketplace,Beleza,2025-07-25,2025-08-04,58072.94,13716787,742831,43437,Linear,Pausada,2.26,131244.84,1.34
CAMP-0273,Fidelidade_Clientes_2025_10,TikTok Ads,Geral,2025-10-24,2025-12-31,62388.14,18731248,752030,43326,Linear,Finalizada,3.75,233955.52,1.44
CAMP-0274,Retargeting_Carrinho_2023_09,Orgânico,Acessórios,2023-09-20,2025-12-31,77279.17,10063043,524686,54412,Last Click,Ativa,4.01,309889.47,1.42
CAMP-0275,CAC_Reducao_2024,Google Ads,Lifestyle,2024-01-17,2024-04-15,48512.58,7529152,239976,23550,Last Click,Finalizada,3.5,169794.03,2.06
CAMP-0276,Parceria_Creator_2025_11,Instagram Ads,Acessórios,2025-11-01,2025-12-31,49598.16,12810308,102595,2051,Linear,Ativa,5.19,257414.45,24.18
CAMP-0277,TikTok_Viral_2025_11,Email Marketing,Beleza,2025-11-15,2025-12-31,98027.32,34327361,867197,81877,Linear,Pausada,3.63,355839.17,1.2
CAMP-0278,Influenciador_Verao_2023,Marketplace,Moda,2023-11-08,2025-12-31,42745.65,12087254,599472,42110,First Click,Ativa,1.18,50439.87,1.02
CAMP-0279,TikTok_Viral_2025_12,Marketplace,Beleza,2025-12-24,2025-12-31,22667.7,8560892,243391,14670,Last Click,Pausada,2.35,53269.1,1.55
CAMP-0280,UGC_Organico_2023,Instagram Ads,Geral,2023-08-15,2023-10-25,115669.8,9414138,435715,30872,Linear,Pausada,4.41,510103.82,3.75
CAMP-0281,Parceria_Creator_2025,TikTok Ads,Beleza,2025-10-06,2025-10-29,46611.19,12686387,683798,44756,First Click,Pausada,7.45,347253.37,1.04
CAMP-0282,Dia_Das_Maes_2024_05,Influenciador,Acessórios,2024-05-15,2024-06-08,72382.43,26322579,911796,93676,Linear,Finalizada,10.82,783177.89,0.77
CAMP-0283,Push_Carrinho_2023,Orgânico,Beleza,2023-04-20,2023-07-23,110558.77,13538469,608427,71350,Last Click,Finalizada,3.78,417912.15,1.55
CAMP-0284,Performance_Sempre_Ligada_2024,Orgânico,Moda,2024-09-16,2024-12-17,80974.37,29639625,1060000,112913,First Click,Finalizada,3.09,250210.8,0.72
CAMP-0285,Black_Friday_Main_2023_11,Marketplace,Beleza,2023-11-02,2024-02-13,118027.18,35252937,550449,9260,First Click,Pausada,4.01,473288.99,12.75
CAMP-0286,Semana_Consumidor_2023_10,Influenciador,Acessórios,2023-10-28,2024-01-14,89141.05,23141602,471046,45349,First Click,Pausada,10.55,940438.08,1.97
CAMP-0287,Cyber_Monday_2024,Marketplace,Acessórios,2024-11-11,2024-11-24,89291.66,12946211,688482,72048,Linear,Pausada,4.65,415206.22,1.24
CAMP-0288,Email_Reativacao_2025,Orgânico,Lifestyle,2025-09-24,2025-12-31,35442.49,4847692,210866,6445,First Click,Pausada,1.48,52454.89,5.5
CAMP-0289,Parceria_Creator_2025_05,Marketplace,Lifestyle,2025-05-05,2025-08-28,876.29,200868,11399,164,Linear,Finalizada,1.2,1051.55,5.34
CAMP-0290,Push_Carrinho_2024,Email Marketing,Lifestyle,2024-10-18,2025-02-02,63142.33,24387845,855318,82528,First Click,Finalizada,3.15,198898.34,0.77
CAMP-0291,Performance_Moda_2023_11,Influenciador,Beleza,2023-11-11,2023-12-25,114046.93,31687915,1035959,74326,Linear,Pausada,0.63,71849.57,1.53
CAMP-0292,Push_Carrinho_2023,Influenciador,Acessórios,2023-11-20,2023-12-28,81969.65,14975842,833083,94928,First Click,Pausada,11.0,901666.15,0.86
CAMP-0293,Push_Carrinho_2025_09,Email Marketing,Lifestyle,2025-09-15,2025-10-29,38573.47,4102309,53287,6228,First Click,Pausada,1.03,39730.67,6.19
CAMP-0294,Retargeting_Carrinho_2025_07,Google Ads,Beleza,2025-07-27,2025-12-31,64622.95,19702097,1157767,110303,First Click,Ativa,3.75,242336.06,0.59
CAMP-0295,Natal_Presentes_2025,Instagram Ads,Acessórios,2025-06-02,2025-12-31,6701.31,2239234,82897,6071,Last Click,Ativa,4.04,27073.29,1.1
CAMP-0296,Retargeting_Carrinho_2024_06,Orgânico,Acessórios,2024-06-01,2024-06-23,77042.45,21407923,1012807,75369,Linear,Pausada,2.43,187213.15,1.02
CAMP-0297,Push_Carrinho_2025,Instagram Ads,Lifestyle,2025-05-20,2025-12-31,91879.85,20218746,577162,47719,Linear,Ativa,3.1,284827.54,1.93
CAMP-0298,UGC_Organico_2024,Marketplace,Geral,2024-11-05,2025-03-05,114895.52,9601596,513569,13122,Linear,Finalizada,3.39,389495.81,8.76
CAMP-0299,Parceria_Creator_2024,Email Marketing,Moda,2024-04-24,2024-08-01,25566.09,9454364,494235,12687,First Click,Finalizada,4.34,110956.83,2.02
CAMP-0300,Performance_Beleza_2025,Instagram Ads,Beleza,2025-10-28,2025-12-31,90174.81,35783569,1307540,105798,First Click,Ativa,2.34,211009.06,0.85
CAMP-0301,Lancamento_Colecao_2024,Google Ads,Geral,2024-06-12,2025-12-31,78725.66,8818409,354630,38659,Linear,Ativa,3.33,262156.45,2.04
CAMP-0302,Natal_Presentes_2023_10,Influenciador,Geral,2023-10-19,2023-12-05,20403.01,3677208,179647,15870,First Click,Finalizada,12.68,258710.17,1.29
CAMP-0303,Influenciador_Inverno_2024_08,Orgânico,Lifestyle,2024-08-15,2024-09-30,66290.28,9031815,357159,36643,First Click,Finalizada,4.57,302946.58,1.81
CAMP-0304,Natal_Presentes_2025,Influenciador,Moda,2025-02-01,2025-04-29,97554.56,25876176,1242015,41487,Linear,Pausada,8.38,817507.21,2.35
CAMP-0305,Cyber_Monday_2024,Marketplace,Beleza,2024-07-08,2024-09-28,16238.97,3903189,49604,2481,Linear,Finalizada,4.39,71289.08,6.55
CAMP-0306,Retargeting_Carrinho_2025,Orgânico,Beleza,2025-03-15,2025-06-02,88363.19,20740704,552892,18837,First Click,Pausada,2.06,182028.17,4.69
CAMP-0307,Natal_Presentes_2025_06,Instagram Ads,Beleza,2025-06-13,2025-08-17,4980.58,1432055,19143,2230,Last Click,Pausada,6.17,30730.18,2.23
CAMP-0308,CAC_Reducao_2025,Email Marketing,Geral,2025-03-13,2025-05-05,62096.22,12445647,686708,45872,Last Click,Pausada,2.38,147789.0,1.35
CAMP-0309,Cyber_Monday_2025,Email Marketing,Moda,2025-03-15,2025-03-31,25539.75,3570707,95822,8518,Last Click,Finalizada,2.66,67935.74,3.0
CAMP-0310,Influenciador_Inverno_2024_11,Orgânico,Moda,2024-11-16,2025-02-06,77741.66,16441408,339857,8179,First Click,Pausada,3.52,273650.64,9.51
CAMP-0311,Semana_Consumidor_2023_03,Email Marketing,Beleza,2023-03-09,2023-05-21,72003.03,18746241,168120,14987,First Click,Finalizada,4.79,344894.51,4.8
